year	words	indonesian_gloss	english_gloss	semantic_field	EngganoLanguage	EngganoSource	id	year_id	english_new	n_word	notes	note_year	note_id	note_etc
1864	kèha	kapak	axe	tools	Enggano North	Walland 1864	85	1864	axe	1				
1888	èkèh	kapak	axe	tools	Enggano	Helfrich 1888	85	1888	axe	1				
1891	èkèh	kapak	axe	tools	Enggano Kèfoe	Helfrich & Pieters 1891	85	1891	axe	1				
1891	èkèh	kapak	axe	tools	Enggano Barohia	Helfrich & Pieters 1891	85	1891	axe	1				
1895	èkèh	kapak	axe	tools	Enggano Pulau Dua 1895	Stockhof 1987	85	1895	axe, hatchet	1				
1987	ekehe	kapak	axe	tools	Enggano	Kähler 1987	85	1987K	hatchet	1				
2023	keh	kapak	axe	tools	Contemporary Enggano	Zakaria et al. 2023	85	2023	axe	1				
1891	hibai	belakang	back (a.)	directions	Enggano Kèfoe	Helfrich & Pieters 1891	86	1891	back (a.)	1				
1891	hibai	belakang	back (a.)	directions	Enggano Barohia	Helfrich & Pieters 1891	86	1891	back (a.)	1				
1895	èkahāe	punggung	back (n.)	body parts	Enggano Pulau Dua 1895	Stockhof 1987	87	1895	back (n.)	1				
1987	ekãhãõ ; ekahau	punggung	back (n.)	body parts	Enggano	Kähler 1987	87	1987K	back (n.)	2				
1987	k'uuq	punggung	back (n.)	body parts	Enggano Banjar Sari	Kasim et al. 1987	87	1987	back (n.)	1				
1864	kha-poh	punggung	back (n.)	body parts	Enggano North	Walland 1864	88	1864	back (n.)	1				
1894	cahapò	punggung	back (n.)	body parts	Enggano	Modigliani 1894	88	1894	back (n.)	1				
1895	hahapaoe	punggung	back (n.)	body parts	Enggano Pulau Dua 1895	Stockhof 1987	88	1895	back (n.)	1				
1987	ekahupou	punggung	back (n.)	body parts	Enggano	Kähler 1987	88	1987K	back, backside of humans	1				
1987	ekũkã	punggung	back (n.)	body parts	Enggano	Kähler 1987	89	1987K	trunk of a living tree, classifier for trees, beam, back(bone)	1				cf. behind_;_cf. strong
2011	kũk	punggung	back (n.)	body parts	Enggano Meok	Yoder 2011	89	2011	back (n.)	1				cf. behind_;_cf. strong
2019	kũk ; iũk	punggung	back (n.)	body parts	Enggano Elicitation	Aron 2019	89	2019	back (n.)	2				cf. behind_;_cf. strong
1894	ibu	buruk	bad	human features	Enggano	Modigliani 1894	90	1894	bad	1				cf. ugly
1895	èieboe	buruk	bad	human features	Enggano Pulau Dua 1895	Stockhof 1987	90	1895	bad	1				cf. ugly
1987	ká͜ibu	buruk	bad	human features	Enggano	Kähler 1987	90	1987K	be grim	1				cf. ugly
1987	yiip	buruk	bad	human features	Enggano Malakoni	Kasim et al. 1987	90	1987	bad	1				cf. ugly
1987	yiip	buruk	bad	human features	Enggano Banjar Sari	Kasim et al. 1987	90	1987	bad	1				cf. ugly
2011	paʔpɘhɘr	buruk	bad	human features	Enggano Meok	Yoder 2011	91	2011	bad	1				
2019	pa'pėhėr	buruk	bad	human features	Enggano Elicitation	Aron 2019	91	2019	bad	1				
2019	kibob	buruk	bad	human features	Enggano Elicitation	Aron 2019	92	2019	bad	1				
1891	nènèjĕ	umpan	bait	human objects	Enggano Kèfoe	Helfrich & Pieters 1891	93	1891	bait	1				
1891	nènèjĕ	umpan	bait	human objects	Enggano Barohia	Helfrich & Pieters 1891	93	1891	bait	1				
1987	enẽnẽã	umpan	bait	human objects	Enggano	Kähler 1987	93	1987K	bait	1				
2011	nene	umpan	bait	human objects	Enggano Meok	Yoder 2011	93	2011	bait	1				
2019	nene	umpan	bait	human objects	Enggano Elicitation	Aron 2019	93	2019	bait	1				
1891	kikaana	botak	bald	human features	Enggano Kèfoe	Helfrich & Pieters 1891	94	1891	bald	1				
1891	kikaana	botak	bald	human features	Enggano Barohia	Helfrich & Pieters 1891	94	1891	bald	1				
1987	kikaʔana	botak	bald	human features	Enggano	Kähler 1987	94	1987K	bald	1				
<1855	abeha	bambu	bamboo	plants	Enggano	Brouwer <1855	95	<1855	bamboo	1				
1855	abiha	bambu	bamboo	plants	Enggano South?	v. Rosenberg 1855	95	1855vR	bamboo	1				
1855	abepa	bambu	bamboo	plants	Enggano Northwest?	vd Straten & S. 1855	95	1855vdS	bamboo	1				
1864	abèhah	bambu	bamboo	plants	Enggano North	Walland 1864	95	1864	bamboo	1				
1888	abèha	bambu	bamboo	plants	Enggano	Helfrich 1888	95	1888	bamboo	1				
1894	abeha	bambu	bamboo	plants	Enggano	Modigliani 1894	95	1894	bamboo	1				
1895	abèha	bambu	bamboo	plants	Enggano Pulau Dua 1895	Stockhof 1987	95	1895	bamboo	1				
1916	(w)abèha	bambu	bamboo	plants	Enggano	Helfrich 1916	95	1916	bamboo	1				
ms.	ʔaˈbɛh	bambu	bamboo	plants	Enggano	Nothofer 1986 ms.	95	ms.	bamboo	1				
1987	e(ʔ)abeha	bambu	bamboo	plants	Enggano	Kähler 1987	95	1987K	bamboo	1				
2011	ʔabeh	bambu	bamboo	plants	Enggano Meok	Yoder 2011	95	2011	bamboo	1				
2019	awėh	bambu	bamboo	plants	Enggano Elicitation	Aron 2019	95	2019	bamboo	1				
1987	ẽ-pã-pṹ́ʔũ	bambu	bamboo	plants	Enggano	Kähler 1987	96	1987K	bamboo	1				
1891	komamoe	rebung	bamboo sprout	plants	Enggano Kèfoe	Helfrich & Pieters 1891	97	1891	bamboo sprout	1				
1891	komamoe	rebung	bamboo sprout	plants	Enggano Barohia	Helfrich & Pieters 1891	97	1891	bamboo sprout	1				
1895	kahamoemoe	rebung	bamboo sprout	plants	Enggano Pulau Dua 1895	Stockhof 1987	97	1895	bamboo shoot, young sprout	1				
1870	idjo	pisang nangka	banana	plants	Enggano	Francis 1870	98	1870	banana	1			Musa sapientum L. / Musa paradisiaca	
1879	iedjo	pisang nangka	banana	plants	Enggano	Oudemans 1879	98	1879	banana	1			Musa sapientum L. / Musa paradisiaca	
1894	eígio	pisang nangka	banana	plants	Enggano	Modigliani 1894	98	1894	banana	1			Musa sapientum L. / Musa paradisiaca	
1895	èietŏ	pisang nangka	banana	plants	Enggano Pulau Dua 1895	Stockhof 1987	98	1895	banana	1			Musa sapientum L. / Musa paradisiaca	
1982	eʔitõ	pisang nangka	banana	plants	Enggano	Capell 1982	98	1982	banana	1			Musa sapientum L. / Musa paradisiaca	
1987	eʔito ; eido	pisang nangka	banana	plants	Enggano	Kähler 1987	98	1987K	banana	2			Musa sapientum L. / Musa paradisiaca	
2011	ʔit	pisang nangka	banana	plants	Enggano Meok	Yoder 2011	98	2011	banana	1			Musa sapientum L. / Musa paradisiaca	
2019	e'it	pisang nangka	banana	plants	Enggano Elicitation	Aron 2019	98	2019	banana	1			Musa sapientum L. / Musa paradisiaca	
1987	e-kibáha͜(u)	pisang	banana	plants	Enggano	Kähler 1987	99	1987K	banana	1	archaic	archaic		
2011	kapareak	daun pisang (mati)	banana leaves (dead)	plants	Enggano Meok	Yoder 2011	100	2011	banana leaves (dead)	1				
2019	kapareak	daun pisang (mati)	banana leaves (dead)	plants	Enggano Elicitation	Aron 2019	100	2019	banana leaves (dead)	1				
1855	oela koea	kulit kayu	bark (n.)	plants	Enggano South?	v. Rosenberg 1855	101	1855vR	bark (n.)	1				cf. skin, wood
1895	èoedie [...] ; èoelie [...]	kulit kayu	bark (n.)	plants	Enggano Pulau Dua 1895	Stockhof 1987	101	1895	bark (n.)	2	clipping of second word, i.e. 'skin of ...'	clipping of second word, i.e. 'skin of ...'		cf. skin, wood
1987	eʔudi ukuo	kulit kayu	bark (n.)	plants	Enggano	Kähler 1987	101	1987K	bark (n.)	1				cf. skin, wood
1888	oesoe	kulit kayu	bark (n.)	plants	Enggano	Helfrich 1888	102	1888	bark (n.)	1				spelling mistake?
1895	pakoeĕ(k) bèo	menggonggong	bark (v.)	sounds	Enggano Pulau Dua 1895	Stockhof 1987	103	1895	bark (v.)	1				
1987	kipakúaʔa	menggonggong	bark (v.)	sounds	Enggano	Kähler 1987	103	1987K	bark (v.)	1				
2011	kuaʔ	menggonggong	bark (v.)	sounds	Enggano Meok	Yoder 2011	103	2011	bark (v.)	1				
2019	ki'kua	menggonggong	bark (v.)	sounds	Enggano Elicitation	Aron 2019	103	2019	bark (v.)	1				
1891	éononie	keranjang	basket	human objects	Enggano Kèfoe	Helfrich & Pieters 1891	104	1891	basket	1				
1891	éononie	keranjang	basket	human objects	Enggano Barohia	Helfrich & Pieters 1891	104	1891	basket	1				
1916	èononie	keranjang	basket	human objects	Enggano	Helfrich 1916	104	1916	k.o. rattan	1				
1987	eõnõnĩ	keranjang	basket	human objects	Enggano	Kähler 1987	104	1987K	large basket for storing prepared food, fruits, etc.	1				
1888	hoanièk²	kelelawar	bat	animals	Enggano	Helfrich 1888	105	1888	flying fox	1				
1895	hoànie ; èhoenie	kelelawar	bat	animals	Enggano Pulau Dua 1895	Stockhof 1987	105	1895	bat	2				
1987	ekanãhã͜unĩ	kelelawar	bat	animals	Enggano	Kähler 1987	105	1987K	bat	1				
1888	kadeboek²	kelelawar	bat	animals	Enggano	Helfrich 1888	106	1888	bat	1				
1895	kadĕbĕ(k)	kelelawar	bat	animals	Enggano Pulau Dua 1895	Stockhof 1987	106	1895	bat	1				
1987	ekadabə́ʔa	kelelawar	bat	animals	Enggano	Kähler 1987	106	1987K	bat	1				
1894	ebo iaha baèche	kamar mandi	bath(room)	abstract things	Enggano	Modigliani 1894	107	1894	bath(room)	1			lit. 'water for bathing'	
1864	baikeh	mandi	bathe	activities	Enggano North	Walland 1864	108	1864	bathe	1				
1870	kabaike	mandi	bathe	activities	Enggano	Francis 1870	108	1870	bathe	1				
1894	baèche	mandi	bathe	activities	Enggano	Modigliani 1894	108	1894	bathe	1				
1895	abaikĕ	mandi	bathe	activities	Enggano Pulau Dua 1895	Stockhof 1987	108	1895	take a bath	1				
1982	be̲he̲ke̲i	mandi	bathe	activities	Enggano	Capell 1982	108	1982	one bathes	1				
1987	keke	mandi	bathe	activities	Enggano	Kähler 1987	108	1987K	bathe	1				
2011	ʔek	mandi	bathe	activities	Enggano Meok	Yoder 2011	108	2011	bathe	1				
2019	ek	mandi	bathe	activities	Enggano Elicitation	Aron 2019	108	2019	bathe	1				
1895	kabakīdjŏ	mandi	bathe	activities	Enggano Pulau Dua 1895	Stockhof 1987	109	1895	take a bath	1				
1987	kitə ; kito	mandi	bathe	activities	Enggano	Kähler 1987	109	1987K	bathe	2				
1888	èkoewĕ	teluk	bay	natural objects	Enggano	Helfrich 1888	110	1888	bay	1				
1895	èhèkoewĕ	teluk	bay	natural objects	Enggano Pulau Dua 1895	Stockhof 1987	110	1895	bay	1				
2011	ʔɘmduparauʔ	hati-hati	be careful	other	Enggano Meok	Yoder 2011	111	2011	be careful	1				
1895	kiā hoeŏ	kena	be hit	activities	Enggano Pulau Dua 1895	Stockhof 1987	112	1895	hit, touch	1				
1987	kixuo	kena	be hit	activities	Enggano	Kähler 1987	112	1987K	be hit	1				
2011	pah-bɘ	kena	be hit	activities	Enggano Meok	Yoder 2011	113	2011	be hit	1				
1987	kiʔabuki	disukai	be likeable	human features	Enggano	Kähler 1987	114	1987K	be likeable	1				
1855	kekia	ada/adalah	be/there is	function words	Enggano Northwest?	vd Straten & S. 1855	115	1855vdS	be	1				
1891	kikia	ada/adalah	be/there is	function words	Enggano Kèfoe	Helfrich & Pieters 1891	115	1891	there is	1				
1891	kikia	ada/adalah	be/there is	function words	Enggano Barohia	Helfrich & Pieters 1891	115	1891	there is	1				
1894	chichía	ada/adalah	be/there is	function words	Enggano	Modigliani 1894	115	1894	be/there is	1				
1982	kikia	ada/adalah	be/there is	function words	Enggano	Capell 1982	115	1982	be/there is	1				
1987	kikia	ada/adalah	be/there is	function words	Enggano	Kähler 1987	115	1987K	be/there is	1				
2011	kiki	ada/adalah	be/there is	function words	Enggano Meok	Yoder 2011	115	2011	be, at	1				
2019	kiki	ada/adalah	be/there is	function words	Enggano Elicitation	Aron 2019	115	2019	be	1				
1891	ihaĕ	pantai	beach	natural objects	Enggano Kèfoe	Helfrich & Pieters 1891	116	1891	beach	1				
1891	ihaĕ	pantai	beach	natural objects	Enggano Barohia	Helfrich & Pieters 1891	116	1891	beach	1				
1895	ihiā	pantai	beach	natural objects	Enggano Pulau Dua 1895	Stockhof 1987	116	1895	beach	1				
1987	ehao ; ehaəhəaə ; ehahəao	pantai	beach	natural objects	Enggano	Kähler 1987	116	1987K	beach, shore	3				
1895	ehadieĕ	pantai	beach	natural objects	Enggano Pulau Dua 1895	Stockhof 1987	117	1895	beach	1				
1987	ehedia	pantai	beach	natural objects	Enggano	Kähler 1987	117	1987K	narrow strip at the seashore, beach, coast	1				
1895	ejokie	pantai	beach	natural objects	Enggano Pulau Dua 1895	Stockhof 1987	118	1895	beach	1				
1987	eʔoki	pantai	beach	natural objects	Enggano	Kähler 1987	118	1987K	coast, beach	1				
2011	iok	pantai	beach	natural objects	Enggano Meok	Yoder 2011	118	2011	beach, shore	1				
2019	yok	pantai	beach	natural objects	Enggano Elicitation	Aron 2019	118	2019	beach	1				
1891	oefĕhöjak²	menanggung	bear	animals	Enggano Kèfoe	Helfrich & Pieters 1891	119	1891	bear	1	lit. 'I am carrying'	lit. 'I am carrying'		
1891	oefĕhöjak²	menanggung	bear	animals	Enggano Barohia	Helfrich & Pieters 1891	119	1891	bear	1	lit. 'I am carrying'	lit. 'I am carrying'		
1987	kahoʔoaki	menanggung	bear	animals	Enggano	Kähler 1987	119	1987K	bear	1				
1870	fororo iefe ; fororoîfe	jenggot	beard	body parts	Enggano	Francis 1870	120	1870	beard	2				
1879	fororoife	jenggot	beard	body parts	Enggano	Oudemans 1879	120	1879	beard	1				
1891	farorifo	jenggot	beard	body parts	Enggano Kèfoe	Helfrich & Pieters 1891	120	1891	beard	1				
1891	paroripo	jenggot	beard	body parts	Enggano Barohia	Helfrich & Pieters 1891	120	1891	beard	1				
1894	prururu ipo ; pruru ripodia	jenggot	beard	body parts	Enggano	Modigliani 1894	120	1894	beard	2	first word 'beard', second word 'moustache' (same word?)	<w><m>prururu ipo</m> <def> 'beard'</def></w> ; <w><m>pruru ripodia</m> <def>  'moustache' (same word?)</def></w>		
1895	fārŏrīfŏ ; parorīpŏ ; parŏrīpŏ ; pārŏrīpŏ	jenggot	beard	body parts	Enggano Pulau Dua 1895	Stockhof 1987	120	1895	beard	4	first word mean 'beard', second word mean 'beard', third word means 'goatee', fourth word means 'moustache'	<w><m>fārŏrīfŏ </m> <def>mean 'beard'</def></w> ; <w><m>parorīpŏ</m> <def>mean 'beard'</def></w> ; <w><m>parŏrīpŏ</m> <def> means 'goatee'</def></w> ; <w><m>pārŏrīpŏ</m> <def> means 'moustache'</def></w>		
1916	paroriepo	jenggot	beard	body parts	Enggano	Helfrich 1916	120	1916	beard, goatee	1				
1987	eporod(o͜)ipo ; eporoʔo͜ipo	jenggot	beard	body parts	Enggano	Kähler 1987	120	1987K	beard	2				
2023	por(d)oip	jenggot	beard	body parts	Contemporary Enggano	Zakaria et al. 2023	120	2023	beard	1				
1894	prururu chidía	jenggot panjang	beard (long)	body parts	Enggano	Modigliani 1894	121	1894	beard (long)	1				
1864	khi-ho-ie	cantik	beautiful	human features	Enggano North	Walland 1864	122	1864	beautiful	1				
1987	kakĩ́mũ	cantik	beautiful	human features	Enggano	Kähler 1987	122	1987K	beautiful	1				
1891	kienono	karena	because	function words	Enggano Kèfoe	Helfrich & Pieters 1891	123	1891	because	1				
1891	kienono	karena	because	function words	Enggano Barohia	Helfrich & Pieters 1891	123	1891	because	1				
1987	(ápe) a-	karena	because	function words	Enggano	Kähler 1987	123	1987K	if, for, because	1				
1987	diqyēp	karena	because	function words	Enggano Malakoni	Kasim et al. 1987	124	1987	because	1				
1987	diqyēp	karena	because	function words	Enggano Banjar Sari	Kasim et al. 1987	124	1987	because	1				
1891	noa	menjadi	become	other	Enggano Kèfoe	Helfrich & Pieters 1891	125	1891	become	1				
1891	noa	menjadi	become	other	Enggano Barohia	Helfrich & Pieters 1891	125	1891	become	1				
1894	odohoda	menjadi	become	other	Enggano	Modigliani 1894	126	1894	become	1				
1864	oehouw-oenie [manu]	tempat tidur	bed	human objects	Enggano North	Walland 1864	127	1864	bed	1	second element unclear	<w><m>[manu]</m> is <def>unclear</def></w>		
1895	èoewĕhoă	tempat tidur	bed	human objects	Enggano Pulau Dua 1895	Stockhof 1987	127	1895	mat	1				
1987	eʔuehea	tempat tidur	bed	human objects	Enggano	Kähler 1987	127	1987K	place to sleep, bed, mat woven from leaves	1				
2011	ioʔhoe	tempat tidur	bed	human objects	Enggano Meok	Yoder 2011	127	2011	bed	1				
2019	yuhe	tempat tidur	bed	human objects	Enggano Elicitation	Aron 2019	127	2019	bed	1				
1987	eãmĩã	tempat tidur	bed	human objects	Enggano	Kähler 1987	128	1987K	place to sleep, bed	1				
2011	ʔamahai	tempat tidur	bed	human objects	Enggano Meok	Yoder 2011	128	2011	bed	1				
2019	yamahai	tempat tidur	bed	human objects	Enggano Elicitation	Aron 2019	128	2019	bed	1				
1888	èbihoe	lebah	bee	animals	Enggano	Helfrich 1888	129	1888	wasp, bee	1				
1987	ebixu	lebah	bee	animals	Enggano	Kähler 1987	129	1987K	wasp, bee	1				
2011	bix	lebah	bee	animals	Enggano Meok	Yoder 2011	129	2011	bee	1				
2019	ebih	lebah	bee	animals	Enggano Elicitation	Aron 2019	129	2019	bee	1				
1916	hèoemo	kumbang	beetle	animals	Enggano	Helfrich 1916	130	1916	beetle	1				
1895	oeakanroe	sebelum	before	time	Enggano Pulau Dua 1895	Stockhof 1987	131	1895	before	1				
1891	aoeloe	dulu	before (earlier)	time	Enggano Kèfoe	Helfrich & Pieters 1891	132	1891	before (earlier)	1				
1891	aoedoe	dulu	before (earlier)	time	Enggano Barohia	Helfrich & Pieters 1891	132	1891	before (earlier)	1				
1895	baoeloe ; aoeloe	dulu	before (earlier)	time	Enggano Pulau Dua 1895	Stockhof 1987	132	1895	before (earlier)	2				
1987	(i)yáudu	dulu	before (earlier)	time	Enggano	Kähler 1987	132	1987K	first, before, earlier	1				
1895	hale	dulu	before (long time)	time	Enggano Pulau Dua 1895	Stockhof 1987	133	1895	formerly	1				
1987	halē ; hadē	dulu	before (long time)	time	Enggano	Kähler 1987	133	1987K	before, erstwhile, formerly, in the olden days	2				
2011	hare	dulu	before (long time)	time	Enggano Meok	Yoder 2011	133	2011	before (long time)	1				
1894	cahanua	dulu	before (long time)	time	Enggano	Modigliani 1894	134	1894	before (earlier)	1				
1895	kahanoeĕ	dulu	before (long time)	time	Enggano Pulau Dua 1895	Stockhof 1987	134	1895	once, formerly	1				
1987	kahinũã	dulu	before (long time)	time	Enggano	Kähler 1987	134	1987K	formerly	1				
2011	kahenu	dulu	before (long time)	time	Enggano Meok	Yoder 2011	134	2011	before (long time)	1				
2019	kahinu	dulu	before (long time)	time	Enggano Elicitation	Aron 2019	134	2019	before (long time)	1				
1891	kifèhbai	mulai	begin (v.)	activities	Enggano Kèfoe	Helfrich & Pieters 1891	135	1891	beginning	1				
1891	kifèhbai	mulai	begin (v.)	activities	Enggano Barohia	Helfrich & Pieters 1891	135	1891	beginning	1				
1895	kifĕhbai	mulai	begin (v.)	activities	Enggano Pulau Dua 1895	Stockhof 1987	135	1895	begin (v.)	1				
1987	kipehe ; kapehei	mulai	begin (v.)	activities	Enggano	Kähler 1987	135	1987K	begin (v.)	2				
1895	pèladieĕ	mulai	begin (v.)	activities	Enggano Pulau Dua 1895	Stockhof 1987	136	1895	begin (v.)	1				
1894	apari echia	mulai	begin (v.)	activities	Enggano	Modigliani 1894	137	1894	begin (v.)	1			not clear if these forms are related	
1987	ka?akəhəa	mulai	begin (v.)	activities	Enggano	Kähler 1987	137	1987K	begin (v.)	1			not clear if these forms are related	
1891	ijĕk²oe	berperilaku baik	behave	other	Enggano Kèfoe	Helfrich & Pieters 1891	138	1891	behave	1				cf. conduct
1891	ijĕk²oe	berperilaku baik	behave	other	Enggano Barohia	Helfrich & Pieters 1891	138	1891	behave	1				cf. conduct
1891	èkahaĕ	di belakang	behind	position	Enggano Kèfoe	Helfrich & Pieters 1891	139	1891	back (adv)	1				
1891	èkahaĕ	di belakang	behind	position	Enggano Barohia	Helfrich & Pieters 1891	139	1891	back (adv)	1				
1987	ĩkãhãõ	di belakang	behind	position	Enggano	Kähler 1987	139	1987K	behind	1				
1894	cahapò	di belakang	behind	position	Enggano	Modigliani 1894	140	1894	behind	1				
1987	ipou	di belakang	behind	position	Enggano	Kähler 1987	140	1987K	on the backside, behind, after, later	1				
1987	ikoʔoki	di belakang	behind	position	Enggano	Kähler 1987	141	1987K	behind	1				
1987	ĩkũkã	di belakang	behind	position	Enggano	Kähler 1987	142	1987K	behind	1				cf. back (n.)_;_cf. strong
1891	kidĕhöjada	percaya	believe	other	Enggano Kèfoe	Helfrich & Pieters 1891	143	1891	believe, trust	1	compound of 'belly + ?'	compound of 'belly + ?' ; <re><w>belly</w></re>		
1891	kidĕhöjada	percaya	believe	other	Enggano Barohia	Helfrich & Pieters 1891	143	1891	believe, trust	1	compound of 'belly + ?'	compound of 'belly + ?' ; <re><w>belly</w></re>		
1987	kahã͜ĩkũ	percaya	believe	other	Enggano	Kähler 1987	144	1987K	surmise, believe, consider	1				
1855	koedei	perut	belly	body parts	Enggano South?	v. Rosenberg 1855	145	1855vR	belly	1				
1864	kidai	perut	belly	body parts	Enggano North	Walland 1864	145	1864	belly	1				
1870	kidai	perut	belly	body parts	Enggano	Francis 1870	145	1870	belly	1				
1879	kiedāi	perut	belly	body parts	Enggano	Oudemans 1879	145	1879	belly	1				
1888	kidai[boe]	perut	belly	body parts	Enggano	Helfrich 1888	145	1888	thoughts	1	lit. 'your belly'	lit. 'your belly'		
1891	èkidai	perut	belly	body parts	Enggano Kèfoe	Helfrich & Pieters 1891	145	1891	belly	1				
1891	èkidai	perut	belly	body parts	Enggano Barohia	Helfrich & Pieters 1891	145	1891	belly	1				
