ID	Cognate ID	Year	Given as	Common transcription	Common transcription tokenised	IPA phonemic transcription	IPA phonmeic transcription tokenised	Indonesian	English	Original English gloss in source	Doculect info	Sources	Note for each year	Note for Cognate ID	Crossreference	PAN etymon	PAN English gloss	PAN source	PMP etymon	PMP English gloss	PMP source	Etymological sources	Concepticon gloss	Semantic field	Concepticon	Number of Cognates
52	3	2019	aru	aru	a r u	aru	a r u	dua	two		Enggano Elicitation	Aron 2019	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/26451"" target=""_blank"">Sika</a> + <a href=""https://acd.clld.org/cognatesets/30558"" target=""_blank"">duSa</a>	NUM + two	ACD	*<a href=""https://acd.clld.org/cognatesets/26451#s-11621"" target=""_blank"">(i)ka</a> + <a href=""https://acd.clld.org/cognatesets/30558#s-7875"" target=""_blank"">duha</a>	NUM + two	ACD	Edwards 2015:94-97, ACD 7874, Kähler 1987:47	TWO	Quantity	https://concepticon.clld.org/parameters/1498	12
53	4	1855	adoeei taka tahapoeloe	adue:i taka tahapulu	a d u e:i # t a k a # t a h a p u l u	aduɛi taka tahapulu	a d u ɛi # t a k a # t a h a p u l u	lima puluh	fifty		Enggano South?	v. Rosenberg 1855	NA	lit. '2 person + 10'		NA	NA	NA	NA	NA	NA	NA	FIFTY	Quantity	https://concepticon.clld.org/parameters/1717	7
54	4	1864	adoeah takkah kaihie poeloeh	aduah takkah ka:ixii puluh	a d u a h # t a k k a h # k a:i x ii # p u l u h	aduah takkah kaiçiː puluh	a d u a h # t a k k a h # k ai ç iː # p u l u h	lima puluh	fifty		Enggano North	Walland 1864	NA	lit. '2 person + 10'		NA	NA	NA	NA	NA	NA	NA	FIFTY	Quantity	https://concepticon.clld.org/parameters/1717	7
55	4	1870	adoea takka é kahafoeloe	adua takka e kahafulu	a d u a # t a k k a # e # k a h a f u l u	adua takka e kahafulu	a d u a # t a k k a # e # k a h a f u l u	lima puluh	fifty		Enggano	Francis 1870	NA	lit. '2 person + 10'		NA	NA	NA	NA	NA	NA	NA	FIFTY	Quantity	https://concepticon.clld.org/parameters/1717	7
56	4	1878	aduai-takka-kahei-pulu	adua:i-takka-kahe:i-pulu	a d u a:i - t a k k a - k a h e:i - p u l u	aduai-takka-kahɛi-pulu	a d u ai - t a k k a - k a h ɛi - p u l u	lima puluh	fifty		Enggano Northwest	v. Rosenberg 1878	NA	lit. '2 person + 10'		NA	NA	NA	NA	NA	NA	NA	FIFTY	Quantity	https://concepticon.clld.org/parameters/1717	7
57	4	1879	adoewa takka é kahafoeloe	aduwa takka e kahafulu	a d u w a # t a k k a # e # k a h a f u l u	aduwa takka e kahafulu	a d u w a # t a k k a # e # k a h a f u l u	lima puluh	fifty		Enggano	Oudemans 1879	NA	lit. '2 person + 10'		NA	NA	NA	NA	NA	NA	NA	FIFTY	Quantity	https://concepticon.clld.org/parameters/1717	7
58	4	1891	adoewĕ takajo kifahoek	aduwė takayo kifahuk	a d u w ė # t a k a y o # k i f a h u k	aduwə takajo kifahuk	a d u w ə # t a k a j o # k i f a h u k	lima puluh	fifty		Enggano Kèfoe	Helfrich & Pieters 1891	NA	lit. '2 person + 10'		NA	NA	NA	NA	NA	NA	NA	FIFTY	Quantity	https://concepticon.clld.org/parameters/1717	7
59	4	1895	adoewĕ takajo kifahoek	aduwė takayO kifahuk	a d u w ė # t a k a y O # k i f a h u k	aduwə takajɔ kifahuk	a d u w ə # t a k a j ɔ # k i f a h u k	lima puluh	fifty		Enggano Pulau Dua 1895	Stockhof 1987	NA	lit. '2 person + 10'		NA	NA	NA	NA	NA	NA	NA	FIFTY	Quantity	https://concepticon.clld.org/parameters/1717	7
60	4	2011	ʔaru kak he kĩpãʔãũʔ	'aru kak hE kĩpã'ã:ũ'	' a r u # k a k # h E # k ĩ p ã ' ã:ũ '	ʔaru kak hɛ kĩpãʔãũʔ	ʔ a r u # k a k # h ɛ # k ĩ p ã ʔ ãũ ʔ	lima puluh	fifty		Enggano Meok	Yoder 2011	NA	lit. '2 person + 10'		NA	NA	NA	NA	NA	NA	NA	FIFTY	Quantity	https://concepticon.clld.org/parameters/1717	7
61	5	<1855	poe-à-foh	pu-a-fo	p u - a - f o	pu-a-fo	p u - a - f o	tangan	hand		Enggano	Brouwer <1855	PENDING	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/30436"" target=""_blank"">kapət</a>	hold onto, cling to	ACD	Edwards 2015:94-97	HAND	The body	https://concepticon.clld.org/parameters/1277	13
62	5	1855	afa ; afo	afa ; afo	a f a # ; # a f o	afa ; afo	a f a # ; # a f o	tangan	hand		Enggano South?	v. Rosenberg 1855	afa  means 'hand' ; afo   means 'foot'	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/30436"" target=""_blank"">kapət</a>	hold onto, cling to	ACD	Edwards 2015:94-97	HAND	The body	https://concepticon.clld.org/parameters/1277	13
63	5	1855	poeafa	puafa	p u a f a	puafa	p u a f a	tangan	hand	arm	Enggano Northwest?	vd Straten & S. 1855	PENDING	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/30436"" target=""_blank"">kapət</a>	hold onto, cling to	ACD	Edwards 2015:94-97	HAND	The body	https://concepticon.clld.org/parameters/1277	13
64	5	1870	e afo	e afo	e # a f o	e afo	e # a f o	tangan	hand	arm	Enggano	Francis 1870	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/30436"" target=""_blank"">kapət</a>	hold onto, cling to	ACD	Edwards 2015:94-97	HAND	The body	https://concepticon.clld.org/parameters/1277	13
65	5	1878	afa	afa	a f a	afa	a f a	tangan	hand		Enggano Northwest	v. Rosenberg 1878	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/30436"" target=""_blank"">kapət</a>	hold onto, cling to	ACD	Edwards 2015:94-97	HAND	The body	https://concepticon.clld.org/parameters/1277	13
66	5	1879	[mieno] afo	[minO] afO	[ m i n O ] # a f O	[minɔ] afɔ	[ m i n ɔ ] # a f ɔ	tangan	hand		Enggano	Oudemans 1879	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/30436"" target=""_blank"">kapət</a>	hold onto, cling to	ACD	Edwards 2015:94-97	HAND	The body	https://concepticon.clld.org/parameters/1277	13
67	5	1894	[emino] apo	[emino] apo	[ e m i n o ] # a p o	[emino] apo	[ e m i n o ] # a p o	tangan	hand		Enggano	Modigliani 1894	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/30436"" target=""_blank"">kapət</a>	hold onto, cling to	ACD	Edwards 2015:94-97	HAND	The body	https://concepticon.clld.org/parameters/1277	13
68	5	1895	èafŏ	EafO	E a f O	ɛafɔ	ɛ a f ɔ	tangan	hand		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/30436"" target=""_blank"">kapət</a>	hold onto, cling to	ACD	Edwards 2015:94-97	HAND	The body	https://concepticon.clld.org/parameters/1277	13
69	5	1979	apeke	apeke	a p e k e	apeke	a p e k e	tangan	hand		Enggano	Amran et al. 1979	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/30436"" target=""_blank"">kapət</a>	hold onto, cling to	ACD	Edwards 2015:94-97	HAND	The body	https://concepticon.clld.org/parameters/1277	13
70	5	1982	qapo	'apO	' a p O	ʔapɔ	ʔ a p ɔ	tangan	hand	finger	Enggano	Capell 1982	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/30436"" target=""_blank"">kapət</a>	hold onto, cling to	ACD	Edwards 2015:94-97	HAND	The body	https://concepticon.clld.org/parameters/1277	13
71	5	1987	e-ʔapo	e-'apo	e - ' a p o	e-ʔapo	e - ʔ a p o	tangan	hand		Enggano	Kähler 1987	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/30436"" target=""_blank"">kapət</a>	hold onto, cling to	ACD	Edwards 2015:94-97	HAND	The body	https://concepticon.clld.org/parameters/1277	13
72	5	1987	Eaq	Ea'	E a '	ɛaʔ	ɛ a ʔ	tangan	hand		Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/30436"" target=""_blank"">kapət</a>	hold onto, cling to	ACD	Edwards 2015:94-97	HAND	The body	https://concepticon.clld.org/parameters/1277	13
73	5	1987	Eaq	Ea'	E a '	ɛaʔ	ɛ a ʔ	tangan	hand		Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/30436"" target=""_blank"">kapət</a>	hold onto, cling to	ACD	Edwards 2015:94-97	HAND	The body	https://concepticon.clld.org/parameters/1277	13
74	5	2011	ʔeap	'Eap	' E a p	ʔɛap	ʔ ɛ a p	tangan	hand		Enggano Meok	Yoder 2011	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/30436"" target=""_blank"">kapət</a>	hold onto, cling to	ACD	Edwards 2015:94-97	HAND	The body	https://concepticon.clld.org/parameters/1277	13
75	6	<1855	e-ai	E'a:i	E ' a:i	ɛʔai	ɛ ʔ ai	kaki	foot, leg	foot	Enggano	Brouwer <1855	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>~<a href=""https://acd.clld.org/cognatesets/28741"" target=""_blank"">waqay</a>	foot, leg	ACD	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>	foot, leg	ACD	Lafeber 1922:21, Edwards 2015:94-97, ACD 4273, Kähler 1987:6	FOOT OR LEG	The body	https://concepticon.clld.org/parameters/2098	10
76	6	1864	ah	ah	a h	ah	a h	kaki	foot, leg		Enggano North	Walland 1864	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>~<a href=""https://acd.clld.org/cognatesets/28741"" target=""_blank"">waqay</a>	foot, leg	ACD	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>	foot, leg	ACD	Lafeber 1922:21, Edwards 2015:94-97, ACD 4273, Kähler 1987:6	FOOT OR LEG	The body	https://concepticon.clld.org/parameters/2098	10
77	6	1870	[eafonge] ewai	[eafonke] ewa:i	[ e a f o n k e ] # e w a:i	[eafonke] ewai	[ e a f o n k e ] # e w ai	kaki	foot, leg	foot	Enggano	Francis 1870	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>~<a href=""https://acd.clld.org/cognatesets/28741"" target=""_blank"">waqay</a>	foot, leg	ACD	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>	foot, leg	ACD	Lafeber 1922:21, Edwards 2015:94-97, ACD 4273, Kähler 1987:6	FOOT OR LEG	The body	https://concepticon.clld.org/parameters/2098	10
78	6	1878	ah	ah	a h	ah	a h	kaki	foot, leg		Enggano Northwest	v. Rosenberg 1878	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>~<a href=""https://acd.clld.org/cognatesets/28741"" target=""_blank"">waqay</a>	foot, leg	ACD	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>	foot, leg	ACD	Lafeber 1922:21, Edwards 2015:94-97, ACD 4273, Kähler 1987:6	FOOT OR LEG	The body	https://concepticon.clld.org/parameters/2098	10
79	6	1891	èai	Eai	E a i	ɛai	ɛ a i	kaki	foot, leg		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>~<a href=""https://acd.clld.org/cognatesets/28741"" target=""_blank"">waqay</a>	foot, leg	ACD	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>	foot, leg	ACD	Lafeber 1922:21, Edwards 2015:94-97, ACD 4273, Kähler 1987:6	FOOT OR LEG	The body	https://concepticon.clld.org/parameters/2098	10
80	6	1891	èai	Eai	E a i	ɛai	ɛ a i	kaki	foot, leg		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>~<a href=""https://acd.clld.org/cognatesets/28741"" target=""_blank"">waqay</a>	foot, leg	ACD	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>	foot, leg	ACD	Lafeber 1922:21, Edwards 2015:94-97, ACD 4273, Kähler 1987:6	FOOT OR LEG	The body	https://concepticon.clld.org/parameters/2098	10
81	6	1894	iae	ia:e	i a:e	iaɛ	i aɛ	kaki	foot, leg	foot	Enggano	Modigliani 1894	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>~<a href=""https://acd.clld.org/cognatesets/28741"" target=""_blank"">waqay</a>	foot, leg	ACD	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>	foot, leg	ACD	Lafeber 1922:21, Edwards 2015:94-97, ACD 4273, Kähler 1987:6	FOOT OR LEG	The body	https://concepticon.clld.org/parameters/2098	10
82	6	1895	ija(k)è	iya'E	i y a ' E	ijaʔɛ	i j a ʔ ɛ	kaki	foot, leg	foot, leg, paw	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>~<a href=""https://acd.clld.org/cognatesets/28741"" target=""_blank"">waqay</a>	foot, leg	ACD	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>	foot, leg	ACD	Lafeber 1922:21, Edwards 2015:94-97, ACD 4273, Kähler 1987:6	FOOT OR LEG	The body	https://concepticon.clld.org/parameters/2098	10
83	6	1979	healbe	healbe	h e a l b e	healbe	h e a l b e	kaki	foot, leg		Enggano	Amran et al. 1979	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>~<a href=""https://acd.clld.org/cognatesets/28741"" target=""_blank"">waqay</a>	foot, leg	ACD	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>	foot, leg	ACD	Lafeber 1922:21, Edwards 2015:94-97, ACD 4273, Kähler 1987:6	FOOT OR LEG	The body	https://concepticon.clld.org/parameters/2098	10
84	6	1987	eae	eae	e a e	eae	e a e	kaki	foot, leg		Enggano	Kähler 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>~<a href=""https://acd.clld.org/cognatesets/28741"" target=""_blank"">waqay</a>	foot, leg	ACD	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>	foot, leg	ACD	Lafeber 1922:21, Edwards 2015:94-97, ACD 4273, Kähler 1987:6	FOOT OR LEG	The body	https://concepticon.clld.org/parameters/2098	10
85	6	1987	E'aa	E'aa	E ' aa	ɛʔaː	ɛ ʔ aː	kaki	foot, leg		Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>~<a href=""https://acd.clld.org/cognatesets/28741"" target=""_blank"">waqay</a>	foot, leg	ACD	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>	foot, leg	ACD	Lafeber 1922:21, Edwards 2015:94-97, ACD 4273, Kähler 1987:6	FOOT OR LEG	The body	https://concepticon.clld.org/parameters/2098	10
86	6	1987	E'aa	E'aa	E ' aa	ɛʔaː	ɛ ʔ aː	kaki	foot, leg		Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>~<a href=""https://acd.clld.org/cognatesets/28741"" target=""_blank"">waqay</a>	foot, leg	ACD	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>	foot, leg	ACD	Lafeber 1922:21, Edwards 2015:94-97, ACD 4273, Kähler 1987:6	FOOT OR LEG	The body	https://concepticon.clld.org/parameters/2098	10
87	6	2011	ʔea	'Ea	' E a	ʔɛa	ʔ ɛ a	kaki	foot, leg		Enggano Meok	Yoder 2011	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>~<a href=""https://acd.clld.org/cognatesets/28741"" target=""_blank"">waqay</a>	foot, leg	ACD	*<a href=""https://acd.clld.org/cognatesets/27628"" target=""_blank"">qaqay</a>	foot, leg	ACD	Lafeber 1922:21, Edwards 2015:94-97, ACD 4273, Kähler 1987:6	FOOT OR LEG	The body	https://concepticon.clld.org/parameters/2098	10
88	7	<1855	koeloe	akolu	a k o l u	akolu	a k o l u	tiga	three		Enggano	Brouwer <1855	NA	NA	cf. Edwards (2015:68) for split of /o/	*<a href=""https://acd.clld.org/cognatesets/26451"" target=""_blank"">Sika</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	*<a href=""https://acd.clld.org/cognatesets/26451#s-11621"" target=""_blank"">(i)ka</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	Edwards 2015:94-97, Nothofer 1986:100, ACD 8414	THREE	Quantity	https://concepticon.clld.org/parameters/492	11
89	7	1854	akoloe	kulu	k u l u	kulu	k u l u	tiga	three		Enggano	Boewang 1854	NA	NA	cf. Edwards (2015:68) for split of /o/	*<a href=""https://acd.clld.org/cognatesets/26451"" target=""_blank"">Sika</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	*<a href=""https://acd.clld.org/cognatesets/26451#s-11621"" target=""_blank"">(i)ka</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	Edwards 2015:94-97, Nothofer 1986:100, ACD 8414	THREE	Quantity	https://concepticon.clld.org/parameters/492	11
90	7	1855	agoloe	akolu	a k o l u	akolu	a k o l u	tiga	three		Enggano South?	v. Rosenberg 1855	NA	NA	cf. Edwards (2015:68) for split of /o/	*<a href=""https://acd.clld.org/cognatesets/26451"" target=""_blank"">Sika</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	*<a href=""https://acd.clld.org/cognatesets/26451#s-11621"" target=""_blank"">(i)ka</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	Edwards 2015:94-97, Nothofer 1986:100, ACD 8414	THREE	Quantity	https://concepticon.clld.org/parameters/492	11
91	7	1855	koloe	kolu	k o l u	kolu	k o l u	tiga	three		Enggano Northwest?	vd Straten & S. 1855	NA	NA	cf. Edwards (2015:68) for split of /o/	*<a href=""https://acd.clld.org/cognatesets/26451"" target=""_blank"">Sika</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	*<a href=""https://acd.clld.org/cognatesets/26451#s-11621"" target=""_blank"">(i)ka</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	Edwards 2015:94-97, Nothofer 1986:100, ACD 8414	THREE	Quantity	https://concepticon.clld.org/parameters/492	11
92	7	1864	akoh-loe	ako'lu	a k o ' l u	akoʔlu	a k o ʔ l u	tiga	three		Enggano North	Walland 1864	NA	NA	cf. Edwards (2015:68) for split of /o/	*<a href=""https://acd.clld.org/cognatesets/26451"" target=""_blank"">Sika</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	*<a href=""https://acd.clld.org/cognatesets/26451#s-11621"" target=""_blank"">(i)ka</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	Edwards 2015:94-97, Nothofer 1986:100, ACD 8414	THREE	Quantity	https://concepticon.clld.org/parameters/492	11
93	7	1870	akoloe	akolu	a k o l u	akolu	a k o l u	tiga	three		Enggano	Francis 1870	NA	NA	cf. Edwards (2015:68) for split of /o/	*<a href=""https://acd.clld.org/cognatesets/26451"" target=""_blank"">Sika</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	*<a href=""https://acd.clld.org/cognatesets/26451#s-11621"" target=""_blank"">(i)ka</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	Edwards 2015:94-97, Nothofer 1986:100, ACD 8414	THREE	Quantity	https://concepticon.clld.org/parameters/492	11
94	7	1878	akalu	akalu	a k a l u	akalu	a k a l u	tiga	three		Enggano Northwest	v. Rosenberg 1878	NA	NA	cf. Edwards (2015:68) for split of /o/	*<a href=""https://acd.clld.org/cognatesets/26451"" target=""_blank"">Sika</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	*<a href=""https://acd.clld.org/cognatesets/26451#s-11621"" target=""_blank"">(i)ka</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	Edwards 2015:94-97, Nothofer 1986:100, ACD 8414	THREE	Quantity	https://concepticon.clld.org/parameters/492	11
95	7	1879	akoloe	akOlu	a k O l u	akɔlu	a k ɔ l u	tiga	three		Enggano	Oudemans 1879	NA	NA	cf. Edwards (2015:68) for split of /o/	*<a href=""https://acd.clld.org/cognatesets/26451"" target=""_blank"">Sika</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	*<a href=""https://acd.clld.org/cognatesets/26451#s-11621"" target=""_blank"">(i)ka</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	Edwards 2015:94-97, Nothofer 1986:100, ACD 8414	THREE	Quantity	https://concepticon.clld.org/parameters/492	11
96	7	1891	akoloe	akolu	a k o l u	akolu	a k o l u	tiga	three		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	cf. Edwards (2015:68) for split of /o/	*<a href=""https://acd.clld.org/cognatesets/26451"" target=""_blank"">Sika</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	*<a href=""https://acd.clld.org/cognatesets/26451#s-11621"" target=""_blank"">(i)ka</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	Edwards 2015:94-97, Nothofer 1986:100, ACD 8414	THREE	Quantity	https://concepticon.clld.org/parameters/492	11
97	7	1891	akoloe	akolu	a k o l u	akolu	a k o l u	tiga	three		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	cf. Edwards (2015:68) for split of /o/	*<a href=""https://acd.clld.org/cognatesets/26451"" target=""_blank"">Sika</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	*<a href=""https://acd.clld.org/cognatesets/26451#s-11621"" target=""_blank"">(i)ka</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	Edwards 2015:94-97, Nothofer 1986:100, ACD 8414	THREE	Quantity	https://concepticon.clld.org/parameters/492	11
98	7	1894	acòlu	akOlu	a k O l u	akɔlu	a k ɔ l u	tiga	three		Enggano	Modigliani 1894	NA	NA	cf. Edwards (2015:68) for split of /o/	*<a href=""https://acd.clld.org/cognatesets/26451"" target=""_blank"">Sika</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	*<a href=""https://acd.clld.org/cognatesets/26451#s-11621"" target=""_blank"">(i)ka</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	Edwards 2015:94-97, Nothofer 1986:100, ACD 8414	THREE	Quantity	https://concepticon.clld.org/parameters/492	11
99	7	1895	akoloe	akOlu	a k O l u	akɔlu	a k ɔ l u	tiga	three		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	cf. Edwards (2015:68) for split of /o/	*<a href=""https://acd.clld.org/cognatesets/26451"" target=""_blank"">Sika</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	*<a href=""https://acd.clld.org/cognatesets/26451#s-11621"" target=""_blank"">(i)ka</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	Edwards 2015:94-97, Nothofer 1986:100, ACD 8414	THREE	Quantity	https://concepticon.clld.org/parameters/492	11
100	7	1987	ʔakodu ; ʔakoru	'akodu ; 'akoru	' a k o d u # ; # ' a k o r u	ʔakodu ; ʔakoru	ʔ a k o d u # ; # ʔ a k o r u	tiga	three		Enggano	Kähler 1987	NA	NA	cf. Edwards (2015:68) for split of /o/	*<a href=""https://acd.clld.org/cognatesets/26451"" target=""_blank"">Sika</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	*<a href=""https://acd.clld.org/cognatesets/26451#s-11621"" target=""_blank"">(i)ka</a> + <a href=""https://acd.clld.org/cognatesets/30753"" target=""_blank"">təlu</a>	NUM + three	ACD	Edwards 2015:94-97, Nothofer 1986:100, ACD 8414	THREE	Quantity	https://concepticon.clld.org/parameters/492	11
